#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Solenopsis invicta","Eukaryota;Animals;Insects","M01_SB","SAMN11414241","PRJNA421367","GCA_009650705.1"," Chromosome",409.713,36.3636,"chromosome 1:CM018843.1; chromosome 2:CM018844.1; chromosome 3:CM018845.1; chromosome 4:CM018846.1; chromosome 5:CM018847.1; chromosome 6:CM018848.1; chromosome 7:CM018849.1; chromosome 8:CM018850.1; chromosome 9:CM018851.1; chromosome 10:CM018852.1; chromosome 11:CM018853.1; chromosome 12:CM018854.1; chromosome 13:CM018855.1; chromosome 14:CM018856.1; chromosome 15:CM018857.1; chromosome 16:CM018858.1","SSSJ01",1691,0,"2019-11-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/705/GCA_009650705.1_Solenopsis_invicta_SB1.0",
"Sarcophilus harrisii","Eukaryota;Animals;Mammals","DoveGen-2018","SAMN10407942","PRJNA504904","GCA_007988765.1","Scaffold",3177.4,33.3,,"VOSF01",10009,0,"2019-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/988/765/GCA_007988765.1_SarHar_Dovetail_2.0",
"Mustela putorius furo","Eukaryota;Animals;Mammals","M1713","SAMN13175625","PRJNA580247","GCA_010015535.1","Contig",2458.84,41.5,,"WYDY01",1453,0,"2020-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/535/GCA_010015535.1_M1713",
"Drosophila biarmipes","Eukaryota;Animals;Insects","IND_DBR_U4","SAMN04851282","PRJNA318839","GCA_002222855.1","Scaffold",141.896,42.5,,"LYTB01",29235,0,"2017-07-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/855/GCA_002222855.1_ASM222285v1",
"Odocoileus virginianus","Eukaryota;Animals;Mammals","","SAMN02953782","PRJNA52611","GCA_000191605.1","Contig",15.0023,45.6,,"AEGY01",44342,0,"2011-03-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/605/GCA_000191605.1_WTD_RRL",
"Hymenolepis diminuta","Eukaryota;Animals;Flatworms","","SAMEA1034737","PRJEB507","GCA_900618445.1","Scaffold",165.879,35,,"UYSG01",13910,11244,"2018-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/445/GCA_900618445.1_H_diminuta_Denmark_0011_upd",
"Muntiacus muntjak","Eukaryota;Animals;Mammals","CMJ-cj","SAMN08714474","PRJNA438286","GCA_006409035.1","Scaffold",2703.71,40.1,,"SJXU01",383561,0,"2019-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/409/035/GCA_006409035.1_CMJ",
"Eschrichtius robustus","Eukaryota;Animals;Mammals","AM-GW-M-EMB-4M-20130531","SAMN07276959","PRJNA391859","GCA_002738545.1","Scaffold",2922.98,28.1,,"NTJE01",1213011,0,"2017-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/738/545/GCA_002738545.1_EschrichtiusRobustus1.0",
"Monodon monoceros","Eukaryota;Animals;Mammals","BS41","SAMN07678024","PRJNA399349","GCA_004026685.1","Scaffold",2472.55,41.3,,"PVJE01",644873,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/685/GCA_004026685.1_MonMon_M_v1_BIUU",
"Scleropages formosus","Eukaryota;Animals;Fishes","","SAMN03894453","PRJNA290061","GCA_001624245.1","Scaffold",746.544,43.9,,"LGSE01",14183,0,"2016-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/245/GCA_001624245.1_ASM162424v1",
"Acanthaster planci","Eukaryota;Animals;Other Animals","AUS-Apl0001","SAMD00020546","PRJDB3175","GCA_000950615.1","Scaffold",2.58492,41.5,,"BBNW01",2,0,"2015-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/615/GCA_000950615.1_AUS-COTS_V0.5",
"Toxocara canis","Eukaryota;Animals;Roundworms","Korea","SAMN04961616","PRJNA320963","GCA_001680135.1","Scaffold",341.757,26.4,,"LYYD01",10853,0,"2016-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/135/GCA_001680135.1_Toxocara_canis_korea",
"Castor canadensis","Eukaryota;Animals;Mammals","US014","SAMN07678136","PRJNA399431","GCA_004027675.1","Scaffold",2761.48,39.6,,"PVKL01",832147,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/675/GCA_004027675.1_CasCan_v1_BIUU",
"Capra hircus","Eukaryota;Animals;Mammals","","SAMN10460883","PRJNA492932","GCA_004361675.1"," Chromosome",3041.62,41.9161,"chromosome 1:CM015208.1; chromosome 2:CM015209.1; chromosome 3:CM015210.1; chromosome 4:CM015211.1; chromosome 5:CM015212.1; chromosome 6:CM015213.1; chromosome 7:CM015214.1; chromosome 8:CM015215.1; chromosome 9:CM015216.1; chromosome 10:CM015217.1; chromosome 11:CM015218.1; chromosome 12:CM015219.1; chromosome 13:CM015220.1; chromosome 14:CM015221.1; chromosome 15:CM015222.1; chromosome 16:CM015223.1; chromosome 17:CM015224.1; chromosome 18:CM015225.1; chromosome 19:CM015226.1; chromosome 20:CM015227.1; chromosome 21:CM015228.1; chromosome 22:CM015229.1; chromosome 23:CM015230.1; chromosome 24:CM015231.1; chromosome 25:CM015232.1; chromosome 26:CM015233.1; chromosome 27:CM015234.1; chromosome 28:CM015235.1; chromosome 29:CM015236.1","SMSF01",3972,0,"2019-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/361/675/GCA_004361675.1_CVASU_BBG_1.0",
"Camelus dromedarius","Eukaryota;Animals;Mammals","","SAMN04455907","PRJNA310822","GCA_001640815.1","Contig",2084.54,41.5,,"LSZX01",207871,0,"2016-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/815/GCA_001640815.1_ASM164081v1",
"Camelus bactrianus","Eukaryota;Animals;Mammals","DC269","SAMN03365965","PRJNA510731","GCA_006757725.1","Contig",3.78549,38.7,,"RYZT01",1775,0,"2019-07-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/757/725/GCA_006757725.1_CBacY1775",
"Crassostrea gigas","Eukaryota;Animals;Other Animals","BHY1A","SAMN11489722","PRJNA534417","GCA_005518195.2","Contig",587.504,33.3,,"SZQM02",3676,0,"2019-05-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/518/195/GCA_005518195.2_NWPU_Cgig_v2",
"Brachionus plicatilis","Eukaryota;Animals;Other Animals","HYR1","SAMN08167026","PRJNA422189","GCA_003710015.1","Scaffold",108.499,33.7,,"REGN01",14322,3,"2018-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/015/GCA_003710015.1_Brachionus_plicatilis_HYR1",
"Cyprinus carpio","Eukaryota;Animals;Fishes","YR00","SAMN10617435","PRJNA510861","GCA_004011575.1","Scaffold",1423.63,36.1,,"SAUI01",143821,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/011/575/GCA_004011575.1_Hunaghe_carp_2.0",
"Heliconius cydno zelinde","Eukaryota;Animals;Insects","","SAMEA3670517","PRJEB8011","GCA_900068315.1","Scaffold",264.76,32.5,,"FAQJ01",318540,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/315/GCA_900068315.1_Heliconius_cydno_zelinde.CS002262",
"Heliconius melpomene rosina","Eukaryota;Animals;Insects","","SAMEA3670558","PRJEB8011","GCA_900068665.1","Scaffold",322.345,32,,"FASE01",245007,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/665/GCA_900068665.1_Heliconius_melpomene_rosina.CAM009996",
"Meloidogyne arenaria","Eukaryota;Animals;Roundworms","HarA","SAMN05712513","PRJNA340324","GCA_003693565.1","Scaffold",163.746,0,,"RCFJ01",46436,0,"2018-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/693/565/GCA_003693565.1_ASM369356v1",
"Drosophila americana","Eukaryota;Animals;Insects","","SAMEA3481914","PRJEB9848","GCA_001245305.1","Scaffold",166.08,40.3,,"CWKC01",34687,0,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/245/305/GCA_001245305.1_D._americana_W11_strain_genome_assembly",
"Drosophila miranda","Eukaryota;Animals;Insects","BV_Dmiranda","SAMN03277610","PRJNA268391","GCA_001014365.1","Scaffold",131.486,44.3,,"JXPA01",11927,0,"2015-05-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/014/365/GCA_001014365.1_ASM101436v1",
"Rhinolophus ferrumequinum","Eukaryota;Animals;Mammals","US033","SAMN07678122","PRJNA399429","GCA_007922735.1","Scaffold",2183.99,40.5,,"VMDN01",345321,0,"2019-08-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/922/735/GCA_007922735.1_RhiFer_v1_BIUU",
"Spodoptera frugiperda","Eukaryota;Animals;Insects","corn strain","SAMEA104379623","PRJEB13110","GCA_900240015.1","Scaffold",436.269,36.3,,"OEOA01",41562,0,"2017-12-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/240/015/GCA_900240015.1_SF_CORN_1",
"Plutella xylostella","Eukaryota;Animals;Insects","","SAMEA5988831","PRJEB34571","GCA_902505565.1","Scaffold",343.575,38.4,,"CABWKK01",573,0,"2019-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/505/565/GCA_902505565.1_Scaffolded_assembly",
"Sparus aurata","Eukaryota;Animals;Fishes","","SAMEA104384835","PRJEB31902","GCA_900880695.1","Scaffold",668.418,42,,"CAAHFD01",7239,0,"2019-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/880/695/GCA_900880695.1_fSpaAur1.1_alternate_haplotype",
"Bursaphelenchus xylophilus","Eukaryota;Animals;Roundworms","US-Bx1","SAMN13831125","PRJNA600800","GCA_010367685.1","Scaffold",71.9012,36.1,,"JAAFZX01",2972,0,"2020-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/367/685/GCA_010367685.1_ASM1036768v1",
"Trichinella pseudospiralis","Eukaryota;Animals;Roundworms","ISS470 (USA)","SAMN02949478","PRJNA257433","GCA_001447575.1","Scaffold",48.3986,32.7,,"JYDT01",5956,14920,"2015-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/575/GCA_001447575.1_T4_ISS470_r1.0",
"Apis cerana japonica","Eukaryota;Animals;Insects","","SAMD00082726","PRJDB5799","GCA_002217905.1","Scaffold",211.201,33,,"BDUG01",3315,0,"2017-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/217/905/GCA_002217905.1_Apiscer_1.0",
"Branchiostoma belcheri","Eukaryota;Animals;Other Animals","BF01","SAMN04869859","PRJNA358734","GCA_001625405.1","Scaffold",707.902,41.3,,"AYSR01",10354,0,"2016-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/405/GCA_001625405.1_Diploidv18",
"Larimichthys crocea","Eukaryota;Animals;Fishes","JMULYC20181020","SAMN10077518","PRJNA491413","GCA_003711585.2"," Chromosome",744.27,41.4728,"chromosome I:CM011650.2; chromosome II:CM011651.2; chromosome III:CM011652.2; chromosome IV:CM011653.2; chromosome V:CM011654.2; chromosome VI:CM011655.2; chromosome VII:CM011656.2; chromosome VIII:CM011657.2; chromosome IX:CM011658.2; chromosome X:CM011659.2; chromosome XI:CM011660.2; chromosome XII:CM011661.2; chromosome XIII:CM011662.2; chromosome XIV:CM011663.2; chromosome XV:CM011664.2; chromosome XVI:CM011665.2; chromosome XVII:CM011666.2; chromosome XVIII:CM011667.2; chromosome XIX:CM011668.2; chromosome XX:CM011669.2; chromosome XXI:CM011670.2; chromosome XXII:CM011671.2; chromosome XXIII:CM011672.2; chromosome XXIV:CM011673.2","REGW02",2698,24283,"2018-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/585/GCA_003711585.2_ASM371158v2",
"Seriola quinqueradiata","Eukaryota;Animals;Fishes","Squ1","SAMD00068660","PRJDB5349","GCA_002207885.1","Scaffold",861.629,39.6,,"BDJM01",74780,0,"2017-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/207/885/GCA_002207885.1_Squ_1.0",
"Colinus virginianus","Eukaryota;Animals;Birds","Texas","SAMN02981558","PRJNA188411","GCA_000599485.1","Scaffold",1042.05,42.5,,"AWGU01",374224,0,"2014-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/485/GCA_000599485.1_NB1.0",
"Heliconius numata silvana","Eukaryota;Animals;Insects","","SAMEA1094475","PRJEB8011","GCA_001486245.1","Scaffold",12.807,31.9,,"FASN01",32363,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/486/245/GCA_001486245.1_Heliconius_numata_silvana.09-364",
"Myodes glareolus","Eukaryota;Animals;Mammals","","SAMEA5971950","PRJEB34572","GCA_902806745.1","Scaffold",2280.52,41.9,,"CADCXQ01",923,0,"2020-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/806/745/GCA_902806745.1_Bank_vole2_10x",
"Physeter catodon","Eukaryota;Animals;Mammals","","SAMN02953869","PRJNA89089","GCA_000472045.1","Scaffold",2280.73,41.3,,"AWZP01",11711,0,"2013-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/045/GCA_000472045.1_Physeter_macrocephalus-2.0.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/045/GCF_000472045.1_Physeter_macrocephalus-2.0.2"
"Delphinapterus leucas","Eukaryota;Animals;Mammals","DLBB14-01","SAMN12242088","PRJNA553680","GCA_009917725.1","Scaffold",2422.28,41.5,,"WNGX01",51177,0,"2020-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/917/725/GCA_009917725.1_GSC_bbay_1.0",
"Zalophus californianus","Eukaryota;Animals;Mammals","mZalCal1","SAMN12368149","PRJNA559674","GCA_009762295.1","Contig",1970.8,41.6,,"WPOB01",3093,0,"2019-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/295/GCA_009762295.1_mZalCal1.alt",
"Anguilla japonica","Eukaryota;Animals;Fishes","13eel01","SAMD00080929","PRJDB5760","GCA_002723815.1","Scaffold",1151.07,38.8,,"BDQN01",195366,0,"2017-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/723/815/GCA_002723815.1_Ajaponica_ver_D2",
"Alligator mississippiensis","Eukaryota;Animals;Reptiles","KSC_2009_1","SAMN02981418","PRJNA301461","GCA_001541185.1","Scaffold",2156.98,44.3,,"LPUU01",54713,0,"2016-01-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/541/185/GCA_001541185.1_Algmis_1.0",
"Trichuris suis","Eukaryota;Animals;Roundworms","DCEP-RM93M","SAMN02423286","PRJNA208415","GCA_000701005.1","Scaffold",74.2346,43.7,,"JMHY01",4292,0,"2014-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/005/GCA_000701005.1_Tsuis_adult_male_v1.0",
"Caenorhabditis sp. 26 LS-2015","Eukaryota;Animals;Roundworms","JU2190","SAMEA4839303","PRJEB12596","GCA_900536285.3","Scaffold",101.086,38.3,,"UNPC02",3127,0,"2018-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/536/285/GCA_900536285.3_CZANZ_v1",
"Mustela putorius","Eukaryota;Animals;Mammals","","SAMEA5818864","PRJEB34124","GCA_902460255.1","Scaffold",2760.27,40.4,,"CABPTG01",812861,0,"2019-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/255/GCA_902460255.1_polecat_w2rap_lmp_bionano_",
"Lates calcarifer","Eukaryota;Animals;Fishes","","SAMEA3519091","PRJEB10637","GCA_900066035.1","Scaffold",668.465,40.8,,"CYIF01",3807,0,"2017-03-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/066/035/GCA_900066035.1_ASB_HGAPassembly_v1",
"Clupea harengus","Eukaryota;Animals;Fishes","","SAMEA5815659","PRJEB25669","GCA_902175115.3","Scaffold",790.427,44.6,,"CABIIO03",2419,0,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/175/115/GCA_902175115.3_ChASM_A3",
"Heliconius timareta ssp. NG-2008","Eukaryota;Animals;Insects","","SAMEA1322900","PRJEB8011","GCA_001486265.1","Scaffold",6.21296,32.8,,"FATF01",10420,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/486/265/GCA_001486265.1_Heliconius_timareta_florencia.2403",
"Haemonchus contortus","Eukaryota;Animals;Roundworms","McMaster","SAMN02251403","PRJNA205202","GCA_000442195.1","Scaffold",319.564,42.8,,"AUUS01",14388,0,"2013-07-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/195/GCA_000442195.1_Hco_v4_coding",
"Balearica regulorum gibbericeps","Eukaryota;Animals;Birds","bBalReg1","SAMN12615749","PRJNA561891","GCA_011004865.1","Scaffold",1042.36,42.4,,"JAAIYD01",971,0,"2020-02-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/004/865/GCA_011004865.1_bBalReg1.alt",
"Adineta vaga","Eukaryota;Animals;Other Animals","MBL","SAMN01995737","PRJEB23521","GCA_900239665.1","Contig",216.205,30.7,,"OEOC01",298880,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/239/665/GCA_900239665.1_nAv0.1.uncollapsed",
"Pygoscelis adeliae","Eukaryota;Animals;Birds","acrt75a","SAMN06701102","PRJNA382168","GCA_003264665.1","Scaffold",1209.91,39.6,,"NDHH01",1783,0,"2018-06-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/264/665/GCA_003264665.1_ASM326466v1",
"Leptopilina heterotoma","Eukaryota;Animals;Insects","14F","SAMN09839535","PRJNA486159","GCA_009026005.1","Scaffold",497.698,28.8,,"QYUC01",239713,0,"2019-10-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/026/005/GCA_009026005.1_ASM902600v1",
"Pygoscelis antarcticus","Eukaryota;Animals;Birds","B190A","SAMN06701107","PRJNA382168","GCA_003264555.1","Scaffold",1209.85,39.6,,"NDHC01",1783,0,"2018-06-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/264/555/GCA_003264555.1_ASM326455v1",
"Trichoplusia ni","Eukaryota;Animals;Insects","Cornell-1","SAMN08364434","PRJNA429983","GCA_003604225.1","Scaffold",332.959,34.9,,"PPHH01",1916,0,"2018-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/604/225/GCA_003604225.1_ASM360422v1",
"Onchocerca ochengi","Eukaryota;Animals;Roundworms","","SAMEA1877845","PRJEB1465","GCA_900537205.1","Scaffold",95.5134,29.3,,"UYRW01",24057,13698,"2018-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/537/205/GCA_900537205.1_ASM90053720v1",
"Tachypleus tridentatus","Eukaryota;Animals;Other Animals","TT1","SAMN10600682","PRJNA510236","GCA_010883065.1","Scaffold",2058.76,32,,"RXZF01",143937,0,"2020-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/883/065/GCA_010883065.1_ASM1088306v1",
"Acipenser ruthenus","Eukaryota;Animals;Fishes","","SAMEA5572864","PRJEB35912","GCA_902713425.1","Scaffold",1638.74,39.6,,"CACTIG01",245,0,"2020-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/713/425/GCA_902713425.1_fAciRut3.1_maternal_haplotype",
"Esox lucius","Eukaryota;Animals;Fishes","CL-BC-CA-002","SAMN02439989","PRJNA268215","GCA_000721915.3"," Chromosome",904.497,42.0112,,"AZJR03",1211,0,"2014-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/915/GCA_000721915.3_Eluc_V3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/721/915/GCF_000721915.3_Eluc_V3"
"Bos mutus","Eukaryota;Animals;Mammals","yakQH1","SAMN08580377","PRJNA435474","GCA_002968435.1"," Chromosome",2290.11,42.3503,"chromosome 1:CP027069.1; chromosome 2:CP027070.1; chromosome 3:CP027071.1; chromosome 4:CP027072.1; chromosome 5:CP027073.1; chromosome 6:CP027074.1; chromosome 7:CP027075.1; chromosome 8:CP027076.1; chromosome 9:CP027077.1; chromosome 10:CP027078.1; chromosome 11:CP027079.1; chromosome 12:CP027080.1; chromosome 13:CP027081.1; chromosome 14:CP027082.1; chromosome 15:CP027083.1; chromosome 16:CP027084.1; chromosome 17:CP027085.1; chromosome 18:CP027086.1; chromosome 19:CP027087.1; chromosome 20:CP027088.1; chromosome 21:CP027089.1; chromosome 22:CP027090.1; chromosome 23:CP027091.1; chromosome 24:CP027092.1; chromosome 25:CP027093.1; chromosome 26:CP027094.1; chromosome 27:CP027095.1; chromosome 28:CP027096.1; chromosome 29:CP027097.1; chromosome X:CP027098.1",,30,0,"2018-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/435/GCA_002968435.1_ASM296843v1",
"Phascolarctos cinereus","Eukaryota;Animals;Mammals","Bilbo 61053","SAMN06198159","PRJNA384067","GCA_003287225.1","Contig",2.95629,41.1,,"POVN01",70,0,"2018-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/287/225/GCA_003287225.1_phaCin_unsw_v4.0_KoRV",
"Meriones unguiculatus","Eukaryota;Animals;Mammals","EAM2014","SAMN11651137","PRJNA543000","GCA_008131255.1","Scaffold",2537.53,41.6,,"VFHZ01",309090,0,"2019-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/131/255/GCA_008131255.1_ASM813125v1",
"Diuraphis noxia","Eukaryota;Animals;Insects","","SAMN05958606","PRJNA351928","GCA_001938505.1","Scaffold",95.7237,30,,"MPKX01",286547,0,"2017-01-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/505/GCA_001938505.1_ASM193850v1",
"Pungitius pungitius","Eukaryota;Animals;Fishes","Suqi River 13.3","SAMN08331111","PRJNA429208","GCA_003935095.1","Scaffold",463.371,45.6,"mitochondrion MT:CM012069.1","RPGL01",170960,0,"2018-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/935/095/GCA_003935095.1_ASM393509v1",
"Angiostrongylus cantonensis","Eukaryota;Animals;Roundworms","Akita","SAMN02953826","PRJNA178773","GCA_000331205.1","Contig",6.2549,46,,"ANFR01",20604,0,"2013-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/205/GCA_000331205.1_Angio1.0",
"Phoenicopterus ruber ruber","Eukaryota;Animals;Birds","BGI_N337","SAMN02339890","PRJNA212904","GCA_000687265.1","Scaffold",1132.18,41.9,,"JJRE01",76189,3875,"2014-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/265/GCA_000687265.1_ASM68726v1",
"Cariama cristata","Eukaryota;Animals;Birds","bCarCri1","SAMN12614807","PRJNA561893","GCA_009819485.1","Scaffold",930.239,42.3,,"WNMP01",2840,0,"2019-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/819/485/GCA_009819485.1_bCarCri1.alt",
"Merops nubicus","Eukaryota;Animals;Birds","bMerNub1","SAMN12621035","PRJNA561895","GCA_009819585.1","Contig",1122.49,43,,"WNMV01",3296,0,"2019-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/819/585/GCA_009819585.1_bMerNub1.alt",
"Aquila chrysaetos canadensis","Eukaryota;Animals;Birds","GSEH35GE","SAMN03079786","PRJNA277694","GCA_000766835.1","Scaffold",1192.74,41.9,,"JRUM01",1142,0,"2014-10-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/766/835/GCA_000766835.1_Aquila_chrysaetos-1.0.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/766/835/GCF_000766835.1_Aquila_chrysaetos-1.0.2"
"Calypte anna","Eukaryota;Animals;Birds","BGI_N300","SAMN02265252","PRJNA489140","GCA_003957575.1","Scaffold",952.083,41.3,,"RRCE01",3803,0,"2018-12-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/575/GCA_003957575.1_bCalAnn1_v1.h",
"Pterocles gutturalis","Eukaryota;Animals;Birds","bPteGut1","SAMN12623217","PRJNA561959","GCA_009769505.1","Contig",1037.72,42.3,,"WNNF01",1958,0,"2019-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/769/505/GCA_009769505.1_bPteGut1.alt",
"Tauraco erythrolophus","Eukaryota;Animals;Birds","bTauEry1","SAMN12621036","PRJNA561948","GCA_009764505.1","Contig",1084.11,42.6,,"WOXX01",3476,0,"2019-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/764/505/GCA_009764505.1_bTauEry1.alt",
"Danaus chrysippus","Eukaryota;Animals;Insects","Australia","SAMN02996390","PRJEB35880","GCA_902713385.1","Contig",0.013533,20.5,,"CACTID01",4,0,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/713/385/GCA_902713385.1_Chry_AUS_113_M_mito",
"Anabas testudineus","Eukaryota;Animals;Fishes","","SAMEA4028826","PRJEB12469","GCA_900302665.1","Scaffold",524.845,40.2,,"OMLL01",23072,0,"2018-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/665/GCA_900302665.1_ASM90030266v1",
"Heliconius hecale","Eukaryota;Animals;Insects","","SAMEA3670532","PRJEB8011","GCA_900068435.1","Scaffold",293.067,32,,"FAUC01",282444,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/435/GCA_900068435.1_Heliconius_hecale.JM-09-164",
